Model Year,Mfr Name,Division,Carline,Engine Displacement,Cylinder,Transmission,City FE ,Highway FE,Combined FE,Air Aspiration Method,Transmission Desc,Gears,Drive Desc,Fuel Usage Desc,Carline Class Desc
2015,FCA Italy,Alfa Romeo,4C,1.8,4,Automatic,24,34,28,Turbocharged,Automated Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,6,12,Automatic,12,18,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Automatic,14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Manual,13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Automatic,14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Manual,13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Automatic,14,21,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Manual,13,19,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8,4.2,8,Automatic,14,23,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8,4.2,8,Manual,11,20,14,Naturally Aspirated,Manual,6,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8,5.2,10,Automatic,13,22,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8,5.2,10,Manual,12,19,14,Naturally Aspirated,Manual,6,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8 Spyder,4.2,8,Automatic,14,23,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8 Spyder,4.2,8,Manual,11,20,14,Naturally Aspirated,Manual,6,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8 Spyder,5.2,10,Automatic,13,22,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,R8 Spyder,5.2,10,Manual,12,19,14,Naturally Aspirated,Manual,6,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Audi,TT Roadster quattro,2,4,Automatic,22,31,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Bentley,Continental GT3-R,4,8,Automatic,13,23,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,BMW,Z4 sDrive28i,2,4,Automatic,22,33,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,BMW,Z4 sDrive28i,2,4,Manual,22,34,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,BMW,Z4 sDrive35i,3,6,Automatic,17,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,BMW,Z4 sDrive35is,3,6,Automatic,17,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Bugatti,Veyron,8,16,Automatic,8,15,10,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2015,General Motors,Chevrolet,CORVETTE,6.2,8,Automatic,16,29,20,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,General Motors,Chevrolet,CORVETTE,6.2,8,Automatic,13,21,16,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,General Motors,Chevrolet,CORVETTE,6.2,8,Manual,17,29,21,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,General Motors,Chevrolet,CORVETTE,6.2,8,Manual,15,22,18,Supercharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,FCA US LLC,Dodge,Viper SRT,8.4,10,Manual,12,21,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Italia,4.5,8,Automatic,13,17,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Italia,4.5,8,Automatic,13,17,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale,4.5,8,Automatic,13,17,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale,4.5,8,Automatic,13,17,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale Spider,4.5,8,Automatic,13,17,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale Spider,4.5,8,Automatic,13,17,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Spider,4.5,8,Automatic,13,17,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",458 Spider,4.5,8,Automatic,13,17,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",F12,6.3,12,Automatic,12,16,13,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Ferrari,"Ferrari North America, Inc.",F12,6.3,12,Automatic,11,16,13,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Honda,Honda,CR-Z,1.5,4,Automatic,36,39,37,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),7,"2-Wheel Drive, Front",Gasoline (Regular Unleaded Recommended),Two Seaters
2015,Honda,Honda,CR-Z,1.5,4,Manual,31,38,34,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Regular Unleaded Recommended),Two Seaters
2015,Jaguar Land Rover L,Jaguar,F-TYPE Convertible,3,6,Automatic,20,28,23,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Jaguar Land Rover L,Jaguar,F-TYPE Coupe,3,6,Automatic,20,28,23,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Jaguar Land Rover L,Jaguar,F-TYPE R Coupe,5,8,Automatic,16,23,18,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,3,6,Automatic,19,27,22,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,3,6,Automatic,19,27,22,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Jaguar Land Rover L,Jaguar,F-TYPE V8 S Convertible,5,8,Automatic,16,23,18,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Lamborghini,Aventador Coupe,6.5,12,Automatic,11,18,13,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2015,Volkswagen Group of,Lamborghini,Aventador Roadster,6.5,12,Automatic,10,16,12,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2015,Volkswagen Group of,Lamborghini,Huracan,5.2,10,Automatic,14,20,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Volkswagen Group of,Lamborghini,Veneno Roadster,6.5,12,Automatic,11,17,13,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2015,MAZDA,MAZDA,MX-5,2,4,Auto(S6),21,28,23,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,MAZDA,MAZDA,MX-5,2,4,Manual(M5),22,28,25,Naturally Aspirated,Manual,5,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,MAZDA,MAZDA,MX-5,2,4,Manual,21,28,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,McLaren Automotive,McLaren Automotive Limted,650S Coupe,3.8,8,Auto(A7),16,22,18,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,McLaren Automotive,McLaren Automotive Limted,650S Spider,3.8,8,Auto(A7),16,22,18,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SL 400,3,6,Auto(A7),20,27,23,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SL 550,4.7,8,Auto(A7),17,24,20,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SL 63 AMG,5.5,8,Auto(A7),16,25,19,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SL 65 AMG,6,12,Auto(A7),14,21,17,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SLK 250,1.8,4,Auto(A7),23,33,26,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SLK 250,1.8,4,Manual,22,32,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SLK 350,3.5,6,Auto(A7),21,29,24,Naturally Aspirated,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SLK 55 AMG,5.5,8,Auto(A7),19,28,22,Naturally Aspirated,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SLS AMG GT Coupe,6.2,8,Automatic,13,19,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,SLS AMG GT Roadster,6.2,8,Automatic,13,19,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,Smart fortwo (Convertible),1,3,Auto(AM5),34,38,36,Naturally Aspirated,Automated Manual,5,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Mercedes-Benz,Mercedes-Benz,Smart fortwo (COUPE),1,3,Auto(AM5),34,38,36,Naturally Aspirated,Automated Manual,5,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,BMW,Mini,Mini Cooper Coupe,1.6,4,Auto(S6),28,36,31,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper Coupe,1.6,4,Manual,29,37,32,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper Roadster,1.6,4,Auto(S6),26,34,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper Roadster,1.6,4,Manual,27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper S Coupe,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper S Coupe,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper S Roadster,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini Cooper S Roadster,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Nissan,NISSAN,370Z,3.7,6,Auto(S7),19,26,21,Naturally Aspirated,Semi-Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Nissan,NISSAN,370Z,3.7,6,Manual,18,26,21,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Nissan,NISSAN,370Z Roadster,3.7,6,Auto(S7),18,25,21,Naturally Aspirated,Semi-Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Nissan,NISSAN,370Z Roadster,3.7,6,Manual,17,24,20,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2015,Porsche,Porsche,911 GT3,3.8,6,Automatic,15,20,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Boxster,2.7,6,Automatic,22,32,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Boxster,2.7,6,Manual,20,30,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Boxster GTS,3.4,6,Automatic,22,31,25,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Boxster GTS,3.4,6,Manual,19,26,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Boxster S,3.4,6,Automatic,21,30,24,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Boxster S,3.4,6,Manual,20,28,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Cayman,2.7,6,Automatic,22,32,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Cayman,2.7,6,Manual,20,30,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Cayman GTS,3.4,6,Automatic,22,31,25,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Cayman GTS,3.4,6,Manual,19,26,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Cayman S,3.4,6,Automatic,21,30,24,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,Porsche,Porsche,Cayman S,3.4,6,Manual,20,28,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2015,aston martin,Aston Martin Lagonda Ltd,DB9,5.9,12,Auto(S6),13,19,15,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,aston martin,Aston Martin Lagonda Ltd,Vanquish,6,12,Automatic,13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Ferrari,"Ferrari North America, Inc.",California T,3.9,8,Automatic,16,23,19,Turbocharged,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2015,Ferrari,"Ferrari North America, Inc.",California T,3.9,8,Automatic,16,23,18,Turbocharged,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2015,FCA US LLC,FIAT,500,1.4,4,Auto(A6),24,32,27,Turbocharged,Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,FCA US LLC,FIAT,500,1.4,4,Auto(A6),27,34,30,Naturally Aspirated,Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,FCA US LLC,FIAT,500,1.4,4,Manual(M5),28,34,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,FCA US LLC,FIAT,500,1.4,4,Manual(M5),31,40,34,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,FCA US LLC,FIAT,500 Abarth,1.4,4,Auto(A6),24,32,27,Turbocharged,Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,FCA US LLC,FIAT,500 Abarth,1.4,4,Manual(M5),28,34,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Jaguar Land Rover L,Jaguar,XK,5,8,Auto(S6),16,24,19,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Jaguar Land Rover L,Jaguar,XK,5,8,Auto(S6),15,22,18,Supercharged,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Jaguar Land Rover L,Jaguar,XK Convertible,5,8,Auto(S6),15,22,17,Supercharged,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Jaguar Land Rover L,Jaguar,XK Convertible,5,8,Auto(S6),16,22,18,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,BMW,Mini,Mini Cooper Convertible,1.6,4,Auto(S6),26,34,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,BMW,Mini,Mini Cooper Convertible,1.6,4,Manual,27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,BMW,Mini,Mini Cooper S Convertible,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,BMW,Mini,Mini Cooper S Convertible,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,Auto(S6),25,34,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,Manual,26,35,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera,3.4,6,Automatic,20,28,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera,3.4,6,Manual,19,27,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4,3.4,6,Automatic,20,28,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4,3.4,6,Manual,19,27,22,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,Automatic,20,27,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,Manual,19,26,22,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4 GTS,3.8,6,Automatic,19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4 GTS,3.8,6,Manual,18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3.8,6,Automatic,18,25,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3.8,6,Manual,18,25,20,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4S,3.8,6,Automatic,19,26,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4S,3.8,6,Manual,18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,Automatic,19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,Manual,18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,Automatic,21,28,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,Manual,19,27,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera GTS,3.8,6,Automatic,19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2015,Porsche,Porsche,911 Carrera GTS,3.8,6,Manual,18,26,21,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
