Model Year,Mfr Name,Division,Carline,Engine Displacement,Cylinder,Transmission,City FE ,Highway FE,Combined FE,Air Aspiration Method,Transmission Desc,Gears,Drive Desc,Fuel Usage Desc,Carline Class Desc
2023,Jaguar Land Rover L,Jaguar,F-TYPE P450 AWD R-Dynamic Coupe,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2023,Jaguar Land Rover L,Jaguar,F-TYPE P450 RWD Convertible,5,8,Auto(S8),17,24,19,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,Jaguar Land Rover L,Jaguar,F-TYPE P450 RWD Coupe,5,8,Auto(S8),17,24,19,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,Jaguar Land Rover L,Jaguar,F-TYPE R AWD Convertible,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2023,Jaguar Land Rover L,Jaguar,F-TYPE R AWD Coupe,5,8,Auto(S8),16,24,18,Supercharged,Semi-Automatic,8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2023,Volkswagen Group of,Lamborghini,Huracan Coupe,5.2,10,Auto(AM-S7),13,18,15,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2023,Volkswagen Group of,Lamborghini,Huracan Coupe 2WD,5.2,10,Auto(AM-S7),13,18,15,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Volkswagen Group of,Lamborghini,Huracan Spyder,5.2,10,Auto(AM-S7),13,18,15,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2023,Volkswagen Group of,Lamborghini,Huracan Spyder 2WD,5.2,10,Auto(AM-S7),13,18,15,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Maserati,MASERATI,MC20,3,6,Auto(S8),15,25,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Maserati,MASERATI,MC20 Spyder,3,6,Auto(S8),15,25,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,MAZDA,MAZDA,MX-5,2,4,Auto(S6),26,35,30,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,MAZDA,MAZDA,MX-5,2,4,Manual(M6),26,34,29,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,Nissan,NISSAN,Z,3,6,Auto(S9),19,28,22,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Nissan,NISSAN,Z,3,6,Manual(M6),18,24,20,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster,2,4,Auto(AM-S7),21,27,24,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster,2,4,Manual(M6),20,25,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster GTS 4.0,3.7,6,Auto(AM-S7),19,24,21,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster GTS 4.0,3.7,6,Manual(M6),17,24,19,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster S,2.5,4,Auto(AM-S7),19,25,22,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster S,2.5,4,Manual(M6),19,24,21,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster T,2,4,Auto(AM-S7),21,27,23,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Boxster T,2,4,Manual(M6),20,26,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman,2,4,Auto(AM-S7),21,27,24,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman GT4,3.7,6,Auto(AM-S7),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman GT4,3.7,6,Manual(M6),17,23,19,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman GTS 4.0,3.7,6,Auto(AM-S7),19,24,21,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman GTS 4.0,3.7,6,Manual(M6),17,24,19,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman S,2.5,4,Auto(AM-S7),19,25,22,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman S,2.5,4,Manual(M6),19,24,21,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman T,2,4,Auto(AM-S7),21,27,23,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Cayman T,2,4,Manual(M6),20,26,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 GT4 RS,4,6,Auto(AM-S7),15,19,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Spyder,3.7,6,Auto(AM-S7),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,718 Spyder,3.7,6,Manual(M6),17,23,19,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,911 GT3,4,6,Auto(AM-S7),15,18,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,911 GT3,4,6,Manual(M6),14,18,16,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,911 GT3 RS,4,6,Auto(AM-S7),14,18,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,911 GT3 Touring,4,6,Auto(AM-S7),15,18,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,Porsche,Porsche,911 GT3 Touring,4,6,Manual(M6),14,18,16,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2023,BMW,TOYOTA,Supra 2.0,2,4,Auto(S8),25,31,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,BMW,TOYOTA,Supra 3.0,3,6,Auto(S8),23,31,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,BMW,TOYOTA,Supra 3.0,3,6,Manual(M6),19,27,21,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2023,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(A8),14,22,17,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4,8,Auto(A8),18,24,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,Auto(A8),14,22,17,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,Volkswagen Group of,Bentley,Continental GT Convertible,4,8,Auto(AM-S8),15,22,18,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Volkswagen Group of,Bentley,Continental GT Convertible Speed,6,12,Auto(AM-S8),12,18,14,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,Ferrari,"Ferrari North America, Inc.",Portofino M,3.9,8,Auto(AM8),16,23,19,Turbocharged,Automated Manual,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Toyota,LEXUS,LC 500 CONVERTIBLE,5,8,Auto(S10),15,25,18,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Mercedes-Benz,Mercedes-Benz,AMG SL 55 4MATIC+,4,8,Auto(A9),13,21,16,Turbocharged,Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Mercedes-Benz,Mercedes-Benz,AMG SL 63 4MATIC+,4,8,Auto(A9),14,22,16,Turbocharged,Automatic,9,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,BMW,Mini,COOPER CONVERTIBLE,1.5,3,Auto(AM-S7),29,38,32,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,BMW,Mini,COOPER CONVERTIBLE,1.5,3,Manual(M6),27,37,31,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,BMW,Mini,COOPER S CONVERTIBLE,2,4,Auto(AM-S7),27,36,30,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,BMW,Mini,COOPER S CONVERTIBLE,2,4,Manual(M6),23,33,27,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,2,4,Auto(S8),24,33,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2023,Porsche,Porsche,911 Carrera,3,6,Auto(AM-S8),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4,3,6,Auto(AM-S8),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4 Cabriolet,3,6,Auto(AM-S8),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4 GTS,3,6,Auto(AM-S8),17,23,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4 GTS,3,6,Manual(M7),17,23,19,Turbocharged,Manual,7,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3,6,Auto(AM-S8),17,22,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3,6,Manual(M7),16,23,19,Turbocharged,Manual,7,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4S,3,6,Auto(AM-S8),18,23,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4S,3,6,Manual(M7),17,25,20,Turbocharged,Manual,7,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4S Cabriolet,3,6,Auto(AM-S8),18,23,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera 4S Cabriolet,3,6,Manual(M7),17,24,20,Turbocharged,Manual,7,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera Cabriolet,3,6,Auto(AM-S8),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera GTS,3,6,Auto(AM-S8),17,23,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera GTS,3,6,Manual(M7),17,24,20,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera GTS Cabriolet,3,6,Auto(AM-S8),17,23,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera GTS Cabriolet,3,6,Manual(M7),17,24,20,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera S,3,6,Auto(AM-S8),18,23,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera S,3,6,Manual(M7),18,25,21,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera S Cabriolet,3,6,Auto(AM-S8),18,23,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Carrera S Cabriolet,3,6,Manual(M7),17,25,20,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Sport Classic,3.7,6,Manual(M7),15,21,17,Turbocharged,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Targa 4,3,6,Auto(AM-S8),18,24,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Targa 4 GTS,3,6,Auto(AM-S8),17,22,19,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Targa 4 GTS,3,6,Manual(M7),16,23,19,Turbocharged,Manual,7,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Targa 4S,3,6,Auto(AM-S8),18,23,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Targa 4S,3,6,Manual(M7),17,24,20,Turbocharged,Manual,7,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Turbo,3.7,6,Auto(AM-S8),15,20,17,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Turbo Cabriolet,3.7,6,Auto(AM-S8),15,20,17,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Turbo S,3.7,6,Auto(AM-S8),15,20,17,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Porsche,Porsche,911 Turbo S Cabriolet,3.7,6,Auto(AM-S8),15,20,17,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,All Wheel Drive,Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Subaru,Subaru,BRZ,2.4,4,Auto(S6),21,30,25,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Subaru,Subaru,BRZ,2.4,4,Manual(M6),20,27,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Toyota,TOYOTA,GR86,2.4,4,Auto(S6),21,31,25,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Toyota,TOYOTA,GR86,2.4,4,Manual(M6),20,27,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2023,Volkswagen Group of,Audi,A3,2,4,Auto(AM-S7),28,38,32,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Front",Gasoline (Regular Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,A3 quattro,2,4,Auto(AM-S7),27,35,30,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Regular Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,A5 Cabriolet quattro,2,4,Auto(AM-S7),24,31,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,A5 Coupe quattro,2,4,Auto(AM-S7),24,32,27,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,RS5 Coupe,2.9,6,Auto(S8),18,26,21,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,S3,2,4,Auto(AM-S7),23,32,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,S5 Cabriolet,3,6,Auto(S8),21,28,23,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,S5 Coupe,3,6,Auto(S8),21,30,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,TT Coupe,2,4,Auto(AM-S7),23,30,25,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Regular Unleaded Recommended),Subcompact Cars
2023,Volkswagen Group of,Audi,TTS Coupe,2,4,Auto(AM-S7),23,31,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Subcompact Cars
