Model Year,Mfr Name,Division,Carline,Engine Displacement,Cylinder,Transmission,City FE ,Highway FE,Combined FE,Air Aspiration Method,Transmission Desc,Gears,Drive Desc,Fuel Usage Desc,Carline Class Desc
2016,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,3,6,Auto(S8),19,27,22,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe Manual,3,6,Manual(M6),15,24,18,Supercharged,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Volkswagen Group of,Lamborghini,Aventador Coupe,6.5,12,Auto(AM-S7),11,18,13,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2016,Volkswagen Group of,Lamborghini,Aventador Roadster,6.5,12,Auto(AM-S7),10,17,12,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Required),Two Seaters
2016,Volkswagen Group of,Lamborghini,Huracan,5.2,10,Auto(AM-S7),14,21,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Volkswagen Group of,Lamborghini,Huracan Spyder,5.2,10,Auto(AM-S7),14,20,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Gasoline (Premium Unleaded Recommended),Two Seaters
2016,MAZDA,MAZDA,MX-5,2,4,Auto(S6),27,36,30,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,MAZDA,MAZDA,MX-5,2,4,Manual(M6),27,34,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,McLaren Automotive,McLaren,570S Coupe,3.8,8,Auto(A7),16,23,19,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,McLaren Automotive,McLaren,650S Coupe,3.8,8,Auto(A7),16,22,18,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,McLaren Automotive,McLaren,650S Spider,3.8,8,Auto(A7),16,22,18,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,McLaren Automotive,McLaren,675LT Coupe,3.8,8,Auto(A7),16,22,18,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,AMG GT S,4,8,Auto(AM7),16,22,18,Turbocharged,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,AMG SL 63,5.5,8,Auto(A7),16,25,19,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,AMG SL 65,6,12,Auto(A7),14,21,17,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,AMG SLK 55,5.5,8,Auto(A7),19,28,22,Naturally Aspirated,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,SL 400,3,6,Auto(A7),20,27,23,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,SL 550,4.7,8,Auto(A7),16,24,19,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,SLK 300,2,4,Auto(A9),25,32,28,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,SLK 350,3.5,6,Auto(A7),21,29,24,Naturally Aspirated,Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,Smart fortwo (COUPE),0.9,3,Auto(AM6),34,39,36,Turbocharged,Automated Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Mercedes-Benz,Mercedes-Benz,Smart fortwo (COUPE),0.9,3,Manual(M5),32,39,35,Turbocharged,Manual,5,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Nissan,NISSAN,370Z,3.7,6,Auto(S7),19,26,21,Naturally Aspirated,Semi-Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Nissan,NISSAN,370Z,3.7,6,Manual(M6),18,26,21,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Nissan,NISSAN,370Z Roadster,3.7,6,Auto(S7),18,25,21,Naturally Aspirated,Semi-Automatic,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Nissan,NISSAN,370Z Roadster,3.7,6,Manual(M6),17,24,20,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Two Seaters
2016,Pagani Automobili S,Pagani Automobili S.p.A.,Huayra Coupe,6,12,Auto(AM7),11,17,13,Turbocharged,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,911 GT3,3.8,6,Auto(AM-S7),15,20,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,911 GT3RS,4,6,Auto(AM-S7),14,20,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster,2.7,6,Auto(AM-S7),22,32,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster,2.7,6,Manual(M6),20,30,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster GTS,3.4,6,Auto(AM-S7),22,31,25,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster GTS,3.4,6,Manual(M6),19,26,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster S,3.4,6,Auto(AM-S7),21,30,24,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster S,3.4,6,Manual(M6),20,28,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Boxster Spyder,3.8,6,Manual(M6),18,24,20,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman,2.7,6,Auto(AM-S7),22,32,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman,2.7,6,Manual(M6),20,30,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman GT4,3.8,6,Manual(M6),18,23,20,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman GTS,3.4,6,Auto(AM-S7),22,31,25,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman GTS,3.4,6,Manual(M6),19,26,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman S,3.4,6,Auto(AM-S7),21,30,24,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,Porsche,Porsche,Cayman S,3.4,6,Manual(M6),20,28,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Two Seaters
2016,aston martin,Aston Martin Lagonda Ltd,DB9,5.9,12,Auto(S6),13,19,15,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,aston martin,Aston Martin Lagonda Ltd,Vanquish,6,12,Auto(S8),13,21,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Ferrari,"Ferrari North America, Inc.",California T,3.9,8,Auto(AM7),16,23,19,Turbocharged,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2016,Ferrari,"Ferrari North America, Inc.",California T,3.9,8,Auto(AM7),16,23,18,Turbocharged,Automated Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Required),Minicompact Cars
2016,FCA US LLC,FIAT,500,1.4,4,Auto(A6),24,32,27,Turbocharged,Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,FCA US LLC,FIAT,500,1.4,4,Auto(A6),27,34,30,Naturally Aspirated,Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,FCA US LLC,FIAT,500,1.4,4,Manual(M5),28,34,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,FCA US LLC,FIAT,500,1.4,4,Manual(M5),31,40,34,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,FCA US LLC,FIAT,500 Abarth,1.4,4,Auto(A6),24,32,27,Turbocharged,Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,FCA US LLC,FIAT,500 Abarth,1.4,4,Manual(M5),28,34,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,BMW,Mini,Mini Cooper Convertible,1.5,3,Auto(S6),27,37,31,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,BMW,Mini,Mini Cooper Convertible,1.5,3,Manual(M6),27,38,31,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,BMW,Mini,Mini Cooper S Convertible,2,4,Auto(S6),25,34,29,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,BMW,Mini,Mini Cooper S Convertible,2,4,Manual(M6),23,33,27,Turbocharged,Manual,6,"2-Wheel Drive, Front",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera,3.4,6,Auto(AM-S7),20,28,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera,3.4,6,Manual(M7),19,27,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4,3.4,6,Auto(AM-S7),20,28,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4,3.4,6,Manual(M7),19,27,22,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,Auto(AM-S7),20,27,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,Manual(M7),19,26,22,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4 GTS,3.8,6,Auto(AM-S7),19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4 GTS,3.8,6,Manual(M7),18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3.8,6,Auto(AM-S7),18,25,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,3.8,6,Manual(M7),18,25,20,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4S,3.8,6,Auto(AM-S7),19,26,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4S,3.8,6,Manual(M7),19,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,Auto(AM-S7),19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,Manual(M7),18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,Auto(AM-S7),21,28,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,Manual(M7),19,27,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera GTS,3.8,6,Auto(AM-S7),19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera GTS,3.8,6,Manual(M7),18,26,21,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera GTS Cabriolet,3.8,6,Auto(AM-S7),19,26,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera GTS Cabriolet,3.8,6,Manual(M7),18,25,20,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera S,3.8,6,Auto(AM-S7),20,27,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera S,3.8,6,Manual(M7),19,27,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera S Cabriolet,3.8,6,Auto(AM-S7),19,27,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Carrera S Cabriolet,3.8,6,Manual(M7),19,27,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 R,4,6,Manual(M6),14,20,16,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Targa 4,3.4,6,Auto(AM-S7),19,26,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Targa 4,3.4,6,Manual(M7),18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Targa 4 GTS,3.8,6,Auto(AM-S7),18,25,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Targa 4 GTS,3.8,6,Manual(M7),18,26,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
2016,Porsche,Porsche,911 Targa 4S,3.8,6,Auto(AM-S7),18,25,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Gasoline (Premium Unleaded Recommended),Minicompact Cars
